"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2013,270000,52380,2,2,1
2018,660000,74250,2,2,1
2017,490000,57247,1,1,1
2017,800000,52000,2,2,1
2011,350000,47000,1,2,2
2011,170000,80000,2,2,3
2011,125000,85000,2,2,2
2012,400000,100000,2,2,1
2011,250000,110000,1,2,1
2010,190000,178000,2,2,2
2010,125000,120000,1,2,3
2017,1950000,70000,2,2,1
2011,1300000,120000,2,1,1
2010,786000,155000,2,2,3
2015,335000,30000,1,2,1
2009,114999,60000,1,2,3
2012,229999,70000,2,2,4
2017,731000,40000,2,2,1
2012,395000,120000,2,2,1
2015,500000,120000,2,2,1
2014,220000,50000,1,2,3
2013,240000,100000,2,2,1
2010,215000,120000,2,2,3
2012,400000,90000,2,2,2
2012,191000,90000,1,2,1
2013,351000,100000,2,2,2
2015,250000,20000,1,1,1
2009,210000,90000,2,2,2
2011,300000,120000,1,2,3
2017,700000,35000,2,2,1
2010,500000,120000,2,2,2
2002,120000,120000,1,2,1
2019,850000,10000,2,2,1
1994,120000,100000,2,2,2
2017,770000,65000,2,2,2
2007,245000,90000,1,2,3
2012,250000,90000,1,2,1
2016,651000,42323,2,2,1
2013,480000,42462,1,2,1
2015,470000,54723,2,2,1
2016,500000,30000,2,2,1
2011,1075000,42545,2,1,1
2016,690000,32000,2,2,1
2017,589000,41232,2,2,1
2017,589000,41232,2,2,1
2018,480000,20375,1,2,1
2013,450000,43978,2,2,2
2018,770000,50000,2,2,1
2015,445000,40200,2,2,1
2018,700000,30000,1,2,1
2014,560000,90000,2,2,1
2013,475000,48000,2,2,2
2014,465000,27233,2,2,1
2017,520000,28832,2,2,1
2011,225000,35000,1,2,1
2015,700000,35000,1,2,1
2017,780000,40000,2,2,1
2006,93150,80000,1,2,2
2016,403000,30000,2,2,2
2009,229999,50000,1,2,2
2016,525000,40000,2,2,2
2014,560000,25000,1,2,1
2020,830000,120000,2,2,1
2011,250000,60000,2,2,2
2014,450000,110000,2,2,1
2016,745000,67000,2,2,1
2010,144000,50000,2,2,2
2008,120000,40000,1,2,1
2008,300000,120000,2,2,2
1999,52000,100000,1,2,1
2003,300000,98000,2,2,1
2009,270000,150000,2,2,2
2014,260000,38000,2,2,1
2015,475000,120000,2,2,1
2011,302000,103000,2,2,3
1994,45000,60000,1,2,1
2017,775000,80000,2,2,1
2015,700000,50000,2,2,1
2014,530000,90000,2,2,1
2017,869999,70000,2,2,1
2006,155000,110000,2,2,4
2019,550000,30000,1,1,1
2016,600000,80000,2,2,2
2012,430000,110000,2,2,2
2010,246000,120000,2,2,1
2003,120000,120000,1,2,3
2014,565000,70000,1,2,2
2018,850000,60000,2,2,1
2006,160000,90000,1,2,1
2014,325000,142500,2,2,1
2011,450000,90000,2,2,3
2015,310000,50000,1,2,1
2013,250000,90000,2,2,3
2015,420000,115000,2,2,2
2013,330000,150000,1,1,2
2015,405000,68000,1,2,2
2013,400000,90000,2,2,2
2010,409999,110000,1,1,3
2013,500000,70000,2,2,2
2011,590000,80000,2,2,3
2006,80000,118000,1,2,1
2007,135000,100000,1,2,2
2004,70000,70000,1,2,2
2004,45000,77000,1,2,3
2018,650000,35500,2,2,1
2018,400000,17500,1,2,1
2017,350000,27000,1,2,1
2017,550000,60000,2,2,1
2016,350000,25000,1,2,1
2015,459999,80000,2,2,1
2012,185000,60000,1,2,2
2013,550000,38000,2,2,1
2012,300000,100000,4,2,2
2012,175000,60000,1,2,3
2011,900000,110000,2,2,1
2016,900000,92000,2,2,1
2012,550000,180000,2,2,3
2018,625000,10000,1,2,1
2017,310000,35000,1,2,2
2017,500000,35000,2,2,1
2016,610000,23000,2,2,1
2012,150000,150000,2,2,3
2015,480000,70000,2,2,1
2017,650000,40000,1,2,1
2012,290000,100000,2,2,2
2017,300000,50000,1,2,2
2010,270000,120000,2,2,4
2015,400000,60000,2,2,2
2015,280000,28000,1,2,2
2009,250000,60000,1,2,3
2012,495000,80000,2,2,2
2018,3250000,12000,2,1,1
2019,700000,4500,1,2,1
2013,310000,70000,2,2,1
2017,650000,120000,2,2,1
2015,600000,80000,1,1,1
2009,150000,150000,2,2,4
2009,135000,120000,1,2,1
2014,650000,50000,2,2,1
2012,550000,83000,1,2,1
2017,650000,20000,2,2,1
2018,2900000,49000,2,1,1
2017,450000,6750,1,2,1
2015,650000,26000,1,2,1
2017,430000,52000,1,2,1
2017,1143000,51000,2,1,1
2019,700000,20000,1,1,1
2011,229999,18500,1,2,1
2017,509999,142000,2,2,1
2016,670000,50478,1,2,1
2019,525000,9200,1,1,1
2016,515000,40000,2,2,1
2020,630000,5000,1,2,1
2019,270000,2300,1,2,1
2016,300000,40000,1,2,1
2012,250000,119000,2,2,1
2005,90000,100000,1,2,4
2017,750000,100000,2,2,1
2009,135000,50000,1,2,2
2013,275000,80000,1,2,2
2018,740000,15000,1,2,1
2019,690000,1303,1,2,1
2018,3975000,31800,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2017,4100000,17000,1,1,1
2018,1000000,4295,1,2,1
2018,1000000,5229,1,2,1
2019,550000,4701,1,2,1
2016,600000,6757,1,2,1
2016,675000,28182,1,1,1
2019,950000,11533,1,2,1
2017,850000,11688,1,2,1
2016,2000000,68089,1,1,1
2012,550000,57728,1,1,1
2018,925000,23712,2,2,1
2015,625000,70670,1,1,1
2014,200000,43381,1,2,2
2014,635000,79011,1,1,1
2016,550000,56494,1,2,1
2014,425000,50000,2,2,2
2011,220000,40000,1,2,1
2018,590000,10000,1,2,1
2017,775000,35000,2,2,1
2015,350000,58500,1,2,1
2018,575000,20000,1,2,1
2011,200000,43500,1,2,2
2018,1575000,30000,2,2,1
2015,600000,63000,2,2,1
2016,720000,35000,2,2,1
2012,158000,110000,2,2,2
2018,1575000,25000,2,2,1
2017,580000,30000,1,1,1
2012,420000,50000,2,2,1
2018,1200000,35000,2,2,1
2018,350000,30000,1,2,1
2014,650000,56000,1,2,1
2017,400000,12700,1,2,1
2018,700000,35000,2,2,1
2017,520000,30000,1,2,1
2012,450000,120000,2,2,1
2017,850000,100000,2,2,1
2017,350000,34000,1,2,1
2011,450000,56000,2,2,1
2008,165000,90000,1,2,1
2010,160000,65000,1,2,2
2011,300000,80000,2,2,1
2012,550000,90000,2,2,3
2015,285000,40000,1,2,1
2016,850000,58000,2,2,1
2018,700000,19100,1,2,1
2018,900000,25000,1,2,1
2005,180000,49455,1,2,1
2016,220000,100000,1,2,1
2013,120000,120000,2,2,1
2010,220000,90000,1,2,4
2013,420000,46815,2,2,2
2013,160000,110000,2,2,1
2015,250000,80000,1,2,1
2013,385000,100000,2,2,3
2014,318000,80000,1,2,1
2018,480000,40000,1,2,1
2015,330000,70000,1,2,3
2011,152000,80000,2,2,1
2014,250000,40000,1,2,1
2011,248000,80000,2,2,1
2011,300000,60000,1,2,2
2017,550000,50000,1,2,1
2016,650000,30000,2,2,1
2017,445000,25000,1,2,1
2010,450000,334000,2,2,1
2016,600000,100000,2,2,1
2014,495000,175000,2,2,1
2011,220000,65000,1,1,3
2011,260000,65000,1,1,3
2009,150000,90000,1,2,1
2011,200000,80000,2,2,2
2018,1465000,110000,2,2,1
2012,285000,80000,2,2,2
2008,250000,60000,1,1,3
2014,310000,160000,2,2,1
2010,600000,100875,2,1,1
2018,560000,20000,1,2,1
2016,500000,30000,1,2,1
2013,270000,118000,2,2,1
2013,420000,69000,2,2,3
2015,434999,25000,1,2,2
2015,400000,100000,1,1,1
2015,470000,110000,2,2,1
2015,480000,60000,2,2,3
2008,105000,128000,1,2,1
2017,325000,120000,2,2,1
2012,280000,80000,2,2,2
2020,675000,5000,1,1,1
2009,170000,90000,1,2,2
2017,1250000,90000,2,2,1
2012,600000,144030,1,2,1
2014,819999,200000,2,2,1
2016,650000,29000,1,2,1
2007,105000,90000,4,2,2
2009,200000,176000,2,2,2
2013,200000,150000,2,2,1
2016,220000,90000,1,2,1
2014,500000,70000,1,2,2
2007,175000,99000,2,2,2
2018,450000,5000,1,2,1
2008,210000,90000,2,2,4
2011,270000,89000,2,2,2
2006,110000,88000,2,2,2
2015,480000,30000,2,2,1
2016,650000,50000,2,1,2
2013,480000,80000,2,2,1
2016,700000,40000,2,2,1
2015,650000,110000,2,2,3
2015,1300000,48000,2,2,2
2016,1350000,97000,2,1,1
2016,1000000,60000,2,1,1
2011,1700000,110000,2,1,3
2018,1080000,12800,1,1,1
2012,170000,40000,1,2,1
2017,610000,49000,2,2,1
2014,350000,25000,1,2,1
2016,260000,65000,1,2,2
2015,700000,20000,2,2,1
2018,678000,17000,1,2,1
2015,800000,15000,2,2,1
2014,400000,120000,2,2,2
2010,300000,49000,1,2,1
2016,520000,29000,1,2,1
2017,850000,55000,2,1,1
2019,1460000,5000,2,2,1
2017,830000,35000,2,2,1
2018,430000,5000,1,2,2
2017,850000,60000,2,2,1
2017,650000,70000,1,2,1
2008,120000,120000,2,2,2
2016,730000,65100,2,2,2
2019,525000,20000,1,1,1
2015,600000,108000,2,2,1
2019,500000,15000,1,2,1
2009,150000,77000,1,2,1
2015,409999,18500,1,2,1
2016,625000,120000,2,2,1
2015,290000,15200,1,2,1
2015,500000,35000,1,2,1
2011,475000,80000,2,2,1
2013,190000,70000,1,2,1
2014,750000,80000,2,2,2
2014,525000,120000,2,2,2
2012,495000,82000,2,2,3
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2010,321000,60000,1,1,2
2017,585000,50000,1,2,1
2011,225000,70000,2,2,1
2017,500000,70000,2,2,1
2011,350000,90000,2,2,3
2016,756000,70000,2,2,2
2014,240000,50000,1,2,1
2012,80000,120000,1,2,2
2019,800000,5000,1,2,1
2018,1250000,25000,2,2,1
2009,320000,80000,2,2,3
2017,509999,25000,1,2,1
2019,650000,15000,2,2,1
2011,210000,35000,1,2,2
2008,110000,80000,1,2,2
2017,665000,25000,2,2,1
2017,555000,52000,2,2,1
2017,560000,52000,2,2,1
2016,375000,80000,2,2,1
2011,290000,77000,2,2,2
2017,2950000,50000,2,1,1
2017,605000,127000,2,2,1
2017,720000,30000,1,2,1
2017,800000,70000,2,2,1
2017,1325000,54000,2,2,1
2011,625000,120000,2,2,2
2011,350000,116500,2,2,1
2012,600000,145000,2,2,2
2012,300000,120000,1,2,1
2011,240000,120000,2,2,1
2016,377000,80000,2,2,1
2013,450000,140000,1,2,1
2008,160000,100000,1,2,4
2019,525000,100000,1,2,1
2011,550000,168000,2,2,2
2010,270000,120000,2,2,3
2016,570000,145000,2,2,2
2011,225000,90000,2,2,2
2019,590000,90000,1,2,1
2018,1675000,80000,2,2,1
2019,800000,33000,1,2,1
2014,450000,13500,1,2,1
2012,300000,80000,2,2,1
2017,645000,20000,1,2,1
2013,520000,58000,2,2,1
2013,200000,40000,1,2,1
2015,700000,30000,1,2,1
2000,45000,50000,1,2,2
2016,459999,73000,2,2,1
2014,325000,90000,2,2,2
2015,350000,50000,1,2,2
2011,440000,80000,2,2,3
2011,320000,70000,2,2,2
2011,169000,41000,1,2,1
2013,350000,50000,1,2,4
2014,350000,113226,2,2,1
2013,310000,90000,2,2,2
2007,150000,70000,1,2,3
2010,420000,160500,2,2,4
2015,685000,30000,1,1,1
2014,560000,132000,2,2,2
2013,470000,120000,2,2,3
2011,380000,80000,1,2,2
2015,670000,57000,2,2,2
2018,550000,5000,1,2,1
2016,749000,25000,1,2,1
2015,899000,80000,2,2,2
2011,290000,88000,2,2,3
2014,869999,217000,2,2,2
2015,350000,60000,1,2,1
2017,500000,43000,1,2,1
2014,400000,77000,2,1,2
2016,260000,30000,1,2,1
2015,220000,40000,1,2,2
2014,190000,139000,2,2,2
2016,400000,80000,1,2,1
2014,170000,76000,2,2,2
2019,650000,3500,1,2,1
2007,60000,62000,1,2,2
2007,300000,110000,1,2,2
2012,125000,40000,1,2,2
2013,130000,120000,2,2,2
2012,500000,1500000,2,2,1
2011,170000,70000,1,2,3
2012,310000,77000,2,2,2
2011,130000,110000,1,2,2
2016,465000,20000,1,2,1
1995,160000,90000,2,2,3
2005,800000,120005,2,1,2
2012,260000,16830,1,2,1
2013,500000,70000,2,2,1
2017,325000,38000,1,2,1
2013,400000,80000,2,2,1
2018,3200000,50000,2,2,1
2007,200000,50000,2,2,1
2013,450000,52000,2,2,1
2012,229999,50000,2,2,1
2016,340000,30000,1,2,1
2014,550000,103000,2,2,1
2011,975000,93468,2,1,2
2019,3800000,20000,2,1,1
2010,225000,80000,1,2,2
2018,3250000,12000,2,1,1
2013,280000,70000,2,2,1
2019,700000,4500,1,2,1
2012,259000,35000,2,2,1
2018,3200000,60000,2,1,1
2018,1400000,30000,2,2,1
2015,416000,40000,1,1,1
2011,250000,70000,2,2,1
2010,210000,120000,2,2,1
2008,290000,120000,2,2,2
2012,220000,90000,2,2,1
2012,246000,35000,2,2,2
2018,260000,30000,1,2,1
2018,1050000,70000,2,2,1
2012,290000,60000,2,2,1
2013,310000,70000,2,2,1
2018,700000,6000,1,2,1
2016,550000,20000,1,2,1
2017,450000,70000,2,2,1
2016,773000,65000,1,2,1
2017,450000,25000,1,2,1
2019,409999,10000,1,2,1
2003,45000,35000,1,2,4
2014,600000,80000,1,1,2
2010,250000,63000,1,2,1
2008,70000,100000,2,2,1
2019,690000,1303,1,2,1
2018,3975000,31800,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2017,4100000,17000,1,1,1
2018,1000000,4295,1,2,1
2018,1000000,5229,1,2,1
2016,2000000,68089,1,1,1
2018,925000,23712,2,2,1
2016,550000,56494,1,2,1
2018,430000,16589,1,2,1
2013,750000,79328,2,2,2
2016,675000,53201,1,2,2
2017,570000,25272,1,2,1
2017,850000,53619,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2018,640000,6001,1,2,1
2013,250000,80000,2,2,1
2018,1250000,12000,2,2,1
2017,889000,25000,1,2,1
2017,750000,40000,2,2,2
2010,320000,130000,2,2,3
2011,600000,202000,2,2,1
2018,1000000,40000,2,2,1
2000,110000,70000,1,2,4
2008,250000,120000,1,2,2
2015,600000,60000,2,2,1
2009,165000,60000,1,2,1
2004,118000,60000,1,2,2
2016,700000,78000,2,2,1
2013,585000,80000,2,2,2
2006,120000,120000,1,2,4
2003,65000,90000,1,2,4
2006,150000,100000,1,2,2
2009,150000,70000,1,2,4
2004,170000,160000,2,2,3
2006,250000,120000,2,2,3
2005,100000,100000,2,2,3
2013,599000,60000,2,2,2
2010,250000,135000,2,2,3
2016,570000,90000,1,2,1
2013,440000,75000,2,2,2
2005,300000,185000,2,2,2
2015,300000,71717,1,1,2
2011,500000,150000,2,1,2
2016,660000,55000,2,2,1
2012,256000,90000,1,2,2
2018,409999,35000,1,2,1
2015,1888000,120000,2,2,2
2011,250000,100000,4,2,2
2009,280000,40000,1,1,3
2010,300000,100000,2,2,1
2016,900000,120000,2,2,1
2014,190000,60000,1,2,1
2019,800000,2000,2,2,1
2012,450000,100000,2,2,1
2015,400000,110000,2,2,1
2009,150000,90000,2,2,2
2011,200000,84321,2,2,1
2013,600000,177000,2,2,1
2010,175000,60000,2,2,1
2008,99000,205000,2,2,2
2008,215000,70000,1,2,2
2011,190000,70000,1,2,3
2013,520000,126000,2,2,2
2016,2280000,120000,2,1,2
2015,285000,70000,2,2,1
2017,660000,82000,2,2,1
2004,31504,110000,1,2,3
2015,515000,45000,1,2,2
2012,295000,70000,2,2,2
2015,700000,80000,2,2,2
2017,1100000,45000,2,2,1
2017,300000,60000,1,2,1
2013,450000,41800,1,2,1
2010,135000,132000,1,2,2
2017,700000,50000,2,2,2
2012,250000,40000,2,2,1
2009,140000,96000,1,2,2
2012,250000,117000,2,2,1
2011,210000,110000,1,2,2
2014,420000,100000,2,2,2
2007,130000,88700,1,2,3
2012,320000,70000,1,2,2
2010,200000,110000,1,2,2
2016,310000,15000,1,2,1
2012,200000,80000,2,2,2
2014,350000,50000,1,2,1
2018,444000,15000,1,2,1
2017,300000,25000,1,2,1
2011,225000,57000,2,2,2
2012,600000,75000,2,2,1
2013,260000,26000,1,2,1
2015,375000,160000,2,2,1
2013,260000,26000,1,2,1
2010,150000,120000,1,2,2
2014,110000,50000,1,2,2
2012,225000,40000,1,2,1
2011,400000,90000,2,2,3
2005,93000,120000,1,2,3
2017,860000,28000,1,2,1
2018,650000,50000,2,2,1
2014,650000,90000,2,2,1
2016,710000,40000,2,2,1
2017,430000,113000,2,2,1
2011,305000,188000,2,2,2
2011,220000,100000,2,2,1
2010,150000,225000,2,2,3
2017,660000,67000,2,2,2
2011,140000,70000,2,2,4
2015,1100000,50000,1,2,1
2013,2450000,60000,2,1,1
2017,625000,34000,2,1,1
2004,198000,110000,1,2,3
2001,60000,71000,1,2,2
2005,130000,140000,1,2,2
2012,540000,100000,1,2,2
2017,550000,10000,1,1,1
2018,475000,30000,1,2,1
2017,2825000,22000,2,1,1
2020,2125000,5500,2,2,1
2018,3350000,18000,2,1,1
2018,1800000,20000,2,1,1
2018,540000,7000,1,2,1
2018,910000,20000,2,2,1
2019,484999,4875,1,2,1
2020,1950000,2700,2,1,1
2018,950000,58511,2,2,1
2015,365000,105000,2,2,1
2018,900000,26235,2,2,1
2017,919999,26766,2,2,1
2020,1900000,1600,1,1,1
2018,2950000,46000,2,2,1
2019,1075000,23000,2,2,1
2017,600000,24522,1,2,1
2017,3200000,13663,2,1,1
2019,2600000,11000,2,1,1
2016,839000,63000,2,2,1
2019,635000,2000,1,2,1
2014,550000,300000,2,2,3
2011,180000,190000,2,2,3
2015,650000,80000,2,2,1
2011,350000,80000,1,2,2
2015,265000,54000,1,2,1
2018,330000,30000,1,2,1
2019,395000,5000,1,2,1
2015,700000,58945,2,2,1
2012,300000,90000,2,2,1
2011,650000,375000,2,2,1
2013,625000,160000,2,2,3
2014,425000,80000,2,2,2
2004,55000,50000,1,2,3
2015,250000,80000,2,2,2
2015,459999,156975,2,2,1
2017,1594000,5000,2,2,1
2014,300000,50000,1,2,1
2018,950000,27620,2,2,1
2013,484999,120000,2,2,1
2009,161000,120000,2,2,3
2015,500000,58000,1,2,1
2012,350000,50000,1,2,1
2017,550000,40000,1,1,1
2018,850000,7800,1,2,1
2016,240000,50000,1,2,1
2011,950000,68000,2,2,1
2015,423000,60000,1,2,2
2005,90000,74000,1,2,2
2011,350000,58000,2,2,2
2011,170000,70000,1,2,3
2015,450000,70000,1,2,1
2009,150000,110000,1,2,2
2002,75000,80000,1,2,3
2016,511000,80000,2,2,1
2018,850000,59000,2,2,1
2018,250000,110000,2,2,1
2020,420000,25000,1,2,1
2014,180000,55000,1,2,1
2015,400000,25000,2,2,1
2009,150000,300000,2,2,1
2016,500000,143200,2,2,1
2017,1689999,60000,2,2,1
2012,204999,120000,2,2,1
2014,459999,145000,2,2,2
2017,600000,30000,1,2,1
2019,585000,8000,1,2,1
2012,551000,170000,2,2,1
2013,525000,100000,2,2,1
2012,160000,62000,1,2,1
2014,825000,110000,2,2,1
2007,127000,137000,3,2,1
2015,600000,80000,2,2,2
2002,65000,80000,1,2,2
2013,550000,100000,2,2,1
2015,650000,120000,2,2,1
2019,750000,24000,2,2,1
2017,380000,80000,2,2,1
2012,400000,138000,2,2,1
2003,50000,147000,1,2,4
2017,750000,60000,2,2,1
2011,150000,80000,1,2,1
2016,245000,50000,1,2,1
2013,260000,189000,2,2,1
2014,411000,90000,2,1,2
2014,450000,56000,2,2,1
2012,1300000,140000,2,1,2
2016,351000,60000,1,2,1
2012,550000,130000,2,2,1
2013,1300000,140000,2,1,2
2013,260000,189000,2,2,1
2014,411000,90000,2,1,2
2014,450000,56000,2,2,1
2012,1300000,140000,2,1,2
2016,351000,60000,1,2,1
2012,550000,130000,2,2,1
2013,1300000,140000,2,1,2
2016,750000,35000,2,2,1
2015,800000,35000,2,2,1
2011,350000,156000,2,2,1
2013,200000,90000,1,2,1
2008,150000,60000,2,2,3
2016,800000,36000,2,2,1
2017,350000,20000,1,2,2
2011,350000,160000,2,2,1
2006,250000,185000,2,2,1
2010,170000,110000,2,2,2
2018,395000,10800,1,2,1
2012,450000,120000,2,2,1
2019,500000,15000,1,2,1
2012,200000,67500,2,2,1
2017,1200000,30000,2,2,1
2016,400000,50000,2,2,1
2016,650000,100000,2,2,1
2016,550000,150000,2,2,1
2015,1100000,110000,2,2,1
2012,254999,30000,1,2,1
2011,180000,60000,1,2,1
2010,160000,255000,2,2,2
2008,225000,120000,2,2,2
2015,270000,49900,1,2,2
2012,310000,86000,2,2,1
2015,225000,71850,1,2,1
2015,300000,95000,2,2,3
2008,250000,70000,1,2,4
2011,180000,35000,1,2,1
2015,550000,50000,1,2,1
2007,300000,120000,2,2,3
2015,900000,145000,2,2,1
2012,254999,190000,2,2,3
2018,1530000,40000,2,2,1
2015,590000,110000,2,2,1
2008,170000,112000,4,2,2
2017,2600000,70000,2,1,1
2016,475000,110000,2,2,1
2018,700000,29000,2,2,1
2011,376000,60000,1,2,1
2002,100000,120000,1,2,4
2004,75000,46000,1,2,4
2012,440000,120000,2,1,3
2016,390000,80000,1,2,1
2012,725000,159000,2,2,2
2012,325000,110000,2,2,2
2010,170000,75000,1,2,2
2010,215000,120000,2,2,3
2010,350000,110000,1,2,3
2009,80000,80000,1,2,4
2012,195000,80000,1,2,2
2011,280000,85000,2,2,1
2014,335000,71000,2,2,1
2011,475000,108000,2,2,1
2015,484999,75000,2,2,1
2018,650000,22000,1,2,2
2014,1850000,76131,2,1,1
2018,700000,30000,1,2,2
2014,3000000,65000,2,1,1
2018,900000,60000,2,2,1
2013,350000,80000,2,2,1
2005,285000,80000,1,1,2
2012,1850000,70000,2,1,1
2017,750000,51777,2,2,1
2013,1650000,64788,2,1,1
2018,600000,20000,1,2,1
2018,565000,19000,1,2,1
2000,86000,46951,1,2,1
2016,329000,19000,1,2,1
2016,650000,50000,2,2,1
2015,822000,60000,2,2,1
2013,345000,100000,2,2,2
2001,30000,10000,1,2,1
2012,330000,50000,2,2,2
2014,300000,74537,1,2,2
2009,200000,90000,1,1,2
2012,200000,80000,2,2,2
2010,90000,70000,1,2,2
2010,200000,80000,1,2,2
2016,550000,35000,2,2,1
2015,250000,23500,1,2,1
2017,975000,82000,2,2,1
2014,900000,100000,2,2,2
2018,610000,15000,1,2,1
2017,620000,30000,2,2,1
2016,400000,30000,1,2,1
2019,500000,11000,1,2,1
2017,200000,140000,1,2,1
2016,360000,110000,2,2,1
2012,252000,48000,1,2,1
2012,280000,70000,2,2,2
2018,509999,70000,1,2,2
2016,1050000,58000,2,2,1
2010,200000,40000,4,2,4
2005,60000,90000,1,2,2
2010,320000,40000,2,2,2
2013,520000,110000,2,2,1
2007,250000,80000,2,2,2
2017,725000,60000,2,2,1
2015,585000,50000,2,2,1
2017,430000,25000,1,2,1
2011,235000,100000,2,2,2
2012,350000,52000,2,2,3
2010,131000,80000,1,2,3
2016,450000,85000,2,2,1
2016,750000,83000,2,2,1
2013,200000,50000,1,2,1
2009,125000,120000,1,2,4
2014,500000,100000,2,2,1
2012,380000,70000,2,2,3
2008,128000,19000,1,2,1
2009,250000,68600,1,2,3
2017,690000,60000,2,2,1
2014,650000,65000,2,2,2
2012,560000,40000,1,2,2
2012,120000,160000,2,2,2
2016,400000,25000,1,2,1
2012,200000,29500,1,2,1
2018,950000,13887,1,2,1
2016,300000,50000,1,2,2
2016,315000,30000,1,2,2
2012,220000,100000,1,2,1
2011,130000,60000,1,2,2
2016,595000,60000,2,2,2
2011,110000,120000,2,2,1
2017,680000,13500,1,2,1
2013,280000,52000,2,2,1
2017,530000,30000,1,2,2
2017,610000,14000,1,2,1
2014,500000,90000,2,2,2
2018,500000,50000,2,2,1
2010,250000,120000,2,2,2
2018,325000,10000,1,2,1
2018,550000,10000,1,2,1
2018,720000,25000,1,2,1
2017,950000,20000,1,2,1
2013,350000,60000,2,2,1
2018,500000,40000,1,2,1
2012,380000,60000,2,2,1
2015,380000,50000,1,1,1
2017,900000,20000,1,2,1
2017,295000,35000,1,2,1
2016,640000,40000,2,2,1
2018,790000,60000,2,2,1
2015,625000,20000,1,2,1
2017,604000,30000,1,2,2
2015,315000,29000,1,2,1
2019,950000,17000,2,2,1
2017,400000,50000,1,2,1
2018,700000,42000,1,1,1
2011,700000,120000,2,2,2
2012,260000,110000,2,2,1
2012,200000,90000,2,2,1
2020,580000,70000,1,2,1
2011,330000,66000,2,2,2
2011,400000,70000,2,2,3
2018,1350000,5000,1,1,1
2014,250000,50000,2,2,2
2019,725000,25000,1,2,1
2013,300000,70000,2,2,1
2006,120000,40000,1,2,2
2016,1175000,110000,2,2,1
2009,380000,150000,2,2,1
2014,400000,45000,2,2,1
2005,140000,90000,2,2,3
2011,229999,140000,2,2,2
2003,110000,83000,1,2,2
2011,550000,106000,2,1,2
2008,150000,60000,1,2,4
2017,265000,40000,1,2,2
2011,300000,138000,1,2,3
2015,280000,80000,1,2,1
2005,130000,50000,1,2,2
2015,350000,50000,1,2,1
2009,200000,120000,1,2,1
2018,550000,24400,1,2,1
2013,400000,60000,2,2,2
2010,170000,120000,1,2,2
2015,600000,60000,2,2,2
2011,130000,100000,1,2,2
2007,120000,60000,3,2,2
2011,100000,120000,1,2,2
2016,310000,27500,1,2,1
2007,35000,10000,1,2,1
2010,200000,120000,1,2,3
2009,270000,70000,2,2,2
2015,650000,80000,2,2,1
2013,210000,120000,1,2,1
2015,509999,90000,2,2,1
2013,229999,70000,2,2,1
2014,409999,188000,2,2,2
2011,130000,67840,1,2,1
2013,95000,30000,1,2,1
2016,225000,35000,1,2,2
2010,256999,150000,2,2,2
2017,775000,100000,2,2,1
2017,420000,30000,1,2,1
2016,480000,70000,1,2,1
2003,200000,149032,2,2,1
2010,260000,380000,2,2,2
2011,210000,84050,1,2,1
2018,600000,15000,1,2,1
2009,140000,140000,2,2,2
2010,130000,120000,1,2,3
2007,195000,112880,2,2,1
2013,210000,135000,2,2,2
2006,130000,80000,1,2,3
2012,141000,128000,1,2,3
2011,280000,120000,2,2,1
2010,350000,30000,1,1,1
2018,575000,70000,1,2,1
2015,550000,41000,1,2,1
2011,420000,28100,1,2,1
2006,120000,30000,1,2,2
2015,320000,30000,1,2,1
2011,250000,35000,1,2,1
2010,300000,22000,1,2,1
2006,250000,70000,1,2,1
2005,120000,100000,1,2,2
2018,750000,70000,2,2,1
2005,151000,200000,2,2,2
2011,300000,120000,2,2,1
2019,577000,3000,1,2,1
2012,229999,50000,1,2,1
2013,500000,50000,2,2,1
2019,840000,1500,1,1,1
2017,900000,74000,2,2,1
2017,650000,25000,1,2,1
2016,650000,61915,2,2,1
2016,250000,110000,1,2,1
2016,550000,70000,2,2,1
2007,250000,150000,2,2,4
2013,350000,110000,2,2,2
2014,185000,90000,2,2,2
2010,229999,120000,1,2,3
2016,1000000,65000,2,2,1
2019,490000,10000,1,2,1
2009,150000,80000,1,2,2
2013,600000,184000,2,2,1
2013,270000,80000,3,2,2
2005,60000,70000,1,2,2
2008,150000,89000,1,2,2
2014,335000,33033,1,2,1
2013,525000,69000,2,2,2
2015,465000,63063,1,1,1
2012,83000,90000,2,2,2
2017,300000,8000,1,2,1
2012,350000,35000,1,2,1
2011,300000,45000,1,2,1
2011,250000,30000,2,2,1
2006,114999,59000,1,2,2
